nama_rumah_makan,alamat,kategori,menu,range_harga,kategori_harga,suasana,tipe_pengunjung,fasilitas,deskripsi,metadata_tfidf,metadata_tfidf_processed
Regall Pizza & Gyros,"Jl. Titiran No.86, Kelurahan Sadang Serang, Kecamatan Coblong",Western Food,"Beef Gyro, Chicken Caesar Pizza, Chicken Mushroom Pizza, Chicken Wings with Rice, Hotdog Kentang, Kebab Gyros, Kebab Turki Sapi, Kebab Yunani, Kopi Mix, Nasi Kebab Ayam, Pizza Sosis",  Rp. 25.000 - 50.000  ,Sedang,"Nyaman, Santai",Mahasiswa,"Toilet, Parkiran","Hadir dengan cita rasa autentik, Regall Pizza & Gyros dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Tempat nongkrong favorit mahasiswa dan anak muda. Nikmati pengalaman kuliner terbaik di sini!","Regall Pizza & Gyros Western Food Beef Gyro, Chicken Caesar Pizza, Chicken Mushroom Pizza, Chicken Wings with Rice, Hotdog Kentang, Kebab Gyros, Kebab Turki Sapi, Kebab Yunani, Kopi Mix, Nasi Kebab Ayam, Pizza Sosis Nyaman, Santai Toilet, Parkiran Mahasiswa Jl. Titiran No.86, Kelurahan Sadang Serang, Kecamatan Coblong Sedang Hadir dengan cita rasa autentik, Regall Pizza & Gyros dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Tempat nongkrong favorit mahasiswa dan anak muda. Nikmati pengalaman kuliner terbaik di sini!",regall pizza gyros western food beef gyro chicken caesar pizza chicken mushroom pizza chicken wings with rice hotdog kentang kebab gyros kebab turki sapi kebab yunani kopi mix nasi kebab ayam pizza sosis nyaman santai toilet parkir mahasiswa jl titir no lurah sadang serang camat coblong sedang hadir cita rasa autentik regall pizza gyros suasana nyaman buat betah lama lama lengkap toilet awat parkir nongkrong favorit mahasiswa anak muda nikmat alam baik sini
Rendang Kemasan Restu Mande Outlet Katamso,"Jl. Cisokan No.2, Kelurahan Cicadas, Kecamatan Cibeunying Kidul",Masakan Indonesia,"Ayam Pop, Cilok Rendang, Gulai Ayam, Gulai Kepala Kakap, Gulai Tongkol, Ikan Bakar, Kecimpring Dadali, Kerupuk Kulit Kuah Gulai, Nasi Gulai Otak, Nasi Kotak, Nasi Kuah Rendang Ayam Bakar, Nasi Rendang, Paket Nasi Sayur Sambel, Rendang Sayur Daun Singkong, Sayur Nangka",  Rp. 25.000 - 50.000  ,Sedang,"Santai, Trendi",-,"Toilet, Parkiran","Menawarkan kelezatan tiada tara, Rendang Kemasan Restu Mande Outlet Katamso dengan suasana santai yang cocok untuk bersantai dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk -. Dijamin nagih dan pengen balik lagi!","Rendang Kemasan Restu Mande Outlet Katamso Masakan Indonesia Ayam Pop, Cilok Rendang, Gulai Ayam, Gulai Kepala Kakap, Gulai Tongkol, Ikan Bakar, Kecimpring Dadali, Kerupuk Kulit Kuah Gulai, Nasi Gulai Otak, Nasi Kotak, Nasi Kuah Rendang Ayam Bakar, Nasi Rendang, Paket Nasi Sayur Sambel, Rendang Sayur Daun Singkong, Sayur Nangka Santai, Trendi Toilet, Parkiran - Jl. Cisokan No.2, Kelurahan Cicadas, Kecamatan Cibeunying Kidul Sedang Menawarkan kelezatan tiada tara, Rendang Kemasan Restu Mande Outlet Katamso dengan suasana santai yang cocok untuk bersantai dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk -. Dijamin nagih dan pengen balik lagi!",rendang kemas restu mande outlet katamso indonesia ayam pop cilok rendang gulai ayam gulai kepala kakap gulai tongkol ikan bakar kecimpring dadali kerupuk kulit kuah gulai nasi gulai otak nasi kotak nasi kuah rendang ayam bakar nasi rendang paket nasi sayur sambel rendang sayur daun singkong sayur nangka santai trendi toilet parkir jl cisokan no lurah cicadas camat cibeunying kidul sedang tawar lezat tiada tara rendang kemas restu mande outlet katamso suasana santai cocok santa lengkap toilet awat parkir sempurna jamin nagih ken balik
Resto Dapur Batununggal,"Jl. Waas II No.97, Kelurahan Batununggal, Kecamatan Bandung Kidul,",Masakan Indonesia,"Sate Maranggi Sapi, Paket Ayam Goreng, Paket Ikan Goreng",  Rp. 25.000 - 50.000  ,Sedang,"Nyaman, Santai, Tenang","Berkelompok, Mahasiswa, Keluarga","Toilet, Parkiran","Spot kuliner yang selalu ramai dikunjungi, Resto Dapur Batununggal dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!","Resto Dapur Batununggal Masakan Indonesia Sate Maranggi Sapi, Paket Ayam Goreng, Paket Ikan Goreng Nyaman, Santai, Tenang Toilet, Parkiran Berkelompok, Mahasiswa, Keluarga Jl. Waas II No.97, Kelurahan Batununggal, Kecamatan Bandung Kidul, Sedang Spot kuliner yang selalu ramai dikunjungi, Resto Dapur Batununggal dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!",dapur batununggal indonesia sate maranggi sapi paket ayam goreng paket ikan goreng nyaman santai tenang toilet parkir kelompok mahasiswa keluarga jl waas ii no lurah batununggal camat bandung kidul sedang spot selalu ramai kunjung dapur batununggal suasana nyaman buat betah lama lama lengkap toilet awat parkir sempurna kelompok tunggu apa segera kunjung
Restoran Padang Trio Pasirkoja Bandung,"Jl. Peta No.5, Kelurahan Suka Asih, Kecamatan Bojongloa Kaler,",Masakan Indonesia,"Ayam Goreng, Ikan Billis Goreng, Masakan Padang, Sop Buntut",  Rp. 25.000 - 50.000  ,Sedang,"Nyaman, Santai","Berkelompok, Keluarga","Toilet, Wi-fi , Parkiran","Destinasi kuliner yang wajib dikunjungi, Restoran Padang Trio Pasirkoja Bandung dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, wi-fi, parkiran. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!","Restoran Padang Trio Pasirkoja Bandung Masakan Indonesia Ayam Goreng, Ikan Billis Goreng, Masakan Padang, Sop Buntut Nyaman, Santai Toilet, Wi-fi , Parkiran Berkelompok, Keluarga Jl. Peta No.5, Kelurahan Suka Asih, Kecamatan Bojongloa Kaler, Sedang Destinasi kuliner yang wajib dikunjungi, Restoran Padang Trio Pasirkoja Bandung dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, wi-fi, parkiran. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!",padang trio pasirkoja bandung indonesia ayam goreng ikan billis goreng padang sop buntut nyaman santai toilet wi fi parkir kelompok keluarga jl peta no lurah suka asih camat bojongloa kaler sedang destinasi wajib kunjung padang trio pasirkoja bandung suasana nyaman buat betah lama lama lengkap toilet awat wi fi parkir sempurna kelompok tunggu apa segera kunjung
Rice On,"Jl. Babakan Sari No.11, Kelurahan Babakan Sari, Kecamatan Kiaracondong",Japanese Food,"Rice Beef And Egg Bbq/Mushroom, Rice Chiken Garlic Parmesan, Rice Chicken Katsu Bbq Sauce, Rice Chicken Katsu Spicy Lava",  Rp. 25.000 - 50.000  ,Sedang,Tenang,-,-,"Tempat favorit para pecinta kuliner, Rice On dengan suasana tenang yang damai dan dilengkapi -. Sempurna untuk -. Pengalaman kuliner yang tidak akan Anda sesali!","Rice On Japanese Food Rice Beef And Egg Bbq/Mushroom, Rice Chiken Garlic Parmesan, Rice Chicken Katsu Bbq Sauce, Rice Chicken Katsu Spicy Lava Tenang - - Jl. Babakan Sari No.11, Kelurahan Babakan Sari, Kecamatan Kiaracondong Sedang Tempat favorit para pecinta kuliner, Rice On dengan suasana tenang yang damai dan dilengkapi -. Sempurna untuk -. Pengalaman kuliner yang tidak akan Anda sesali!",rice on japanese food rice beef and egg bbq mushroom rice chiken garlic parmesan rice chicken katsu bbq sauce rice chicken katsu spicy lava tenang jl babakan sari no lurah babakan sari camat kiaracondong sedang favorit cinta rice on suasana tenang damai lengkap sempurna alam sesal
Rijsttafel Resto,"Jl. Pasir Kaliki No.67, Kelurahan Arjuna, Kecamatan Cicendo",Masakan Indonesia,"Es Susu Soda, Gado-Gado Lontong, Kroketten, Mie Goreng, Nasi Goreng Hotplate, Nasi Goreng Ikan Asin, Nasi Liwet Ayam Laos Komplit, Nasi Liwet Rijstaffel, Nasi Sate Sapi Manis, Poffertjes",  Rp. 50.000 - 75.000  ,Sedang,"Nyaman, Santai, Tenang, Trendi","Berkelompok, Turis","Toilet, Parkiran","Destinasi kuliner yang wajib dikunjungi, Rijsttafel Resto dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Jangan lewatkan kesempatan untuk mencicipinya!","Rijsttafel Resto Masakan Indonesia Es Susu Soda, Gado-Gado Lontong, Kroketten, Mie Goreng, Nasi Goreng Hotplate, Nasi Goreng Ikan Asin, Nasi Liwet Ayam Laos Komplit, Nasi Liwet Rijstaffel, Nasi Sate Sapi Manis, Poffertjes Nyaman, Santai, Tenang, Trendi Toilet, Parkiran Berkelompok, Turis Jl. Pasir Kaliki No.67, Kelurahan Arjuna, Kecamatan Cicendo Sedang Destinasi kuliner yang wajib dikunjungi, Rijsttafel Resto dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Jangan lewatkan kesempatan untuk mencicipinya!",rijsttafel indonesia es susu soda gado gado lontong kroketten mie goreng nasi goreng hotplate nasi goreng ikan asin nasi liwet ayam laos komplit nasi liwet rijstaffel nasi sate sapi manis poffertjes nyaman santai tenang trendi toilet parkir kelompok turis jl pasir kaliki no lurah arjuna camat cicendo sedang destinasi wajib kunjung rijsttafel suasana nyaman buat betah lama lama lengkap toilet awat parkir sempurna kelompok jangan lewat sempat cicip
Riung Burger,"Jalan Cijambe 18, Ruko No.6, Kelurahan Pasir Endah, Kecamatan Ujung Berung,",Western Food,"Fish Burger, Maxi Burger, Burger And Fruit Tea, Spaghetti With Cheese, Truffle Fries",  Rp. 25.000 - 75.000  ,Sedang,"Nyaman, Santai, Trendi","Berkelompok, Mahasiswa",-,"Spot kuliner yang selalu ramai dikunjungi, Riung Burger dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi -. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!","Riung Burger Western Food Fish Burger, Maxi Burger, Burger And Fruit Tea, Spaghetti With Cheese, Truffle Fries Nyaman, Santai, Trendi - Berkelompok, Mahasiswa Jalan Cijambe 18, Ruko No.6, Kelurahan Pasir Endah, Kecamatan Ujung Berung, Sedang Spot kuliner yang selalu ramai dikunjungi, Riung Burger dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi -. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!",riung burger western food fish burger maxi burger burger and fruit tea spaghetti with cheese truffle fries nyaman santai trendi kelompok mahasiswa jalan cijambe ruko no lurah pasir endah camat ujung berung sedang spot selalu ramai kunjung riung burger suasana nyaman buat betah lama lama lengkap sempurna kelompok tunggu apa segera kunjung
Riva Seafood Rindu Malam Pungkur,"Jl. Pungkur No.125, Kelurahan Pungkur, Kecamatan Regol",Aneka Masakan,"Cah Kangkung Polos, Cumi Saos Tiram, Bawal Tauco, Cabe Rawit, Cumi Saos Padang",  Rp. 25.000 - 50.000  ,Sedang,Santai,Berkelompok,-,"Destinasi kuliner yang wajib dikunjungi, Riva Seafood Rindu Malam Pungkur dengan suasana santai yang cocok untuk bersantai dan dilengkapi -. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!","Riva Seafood Rindu Malam Pungkur Aneka Masakan Cah Kangkung Polos, Cumi Saos Tiram, Bawal Tauco, Cabe Rawit, Cumi Saos Padang Santai - Berkelompok Jl. Pungkur No.125, Kelurahan Pungkur, Kecamatan Regol Sedang Destinasi kuliner yang wajib dikunjungi, Riva Seafood Rindu Malam Pungkur dengan suasana santai yang cocok untuk bersantai dan dilengkapi -. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!",riva seafood rindu malam pungkur aneka cah kangkung polos cumi saos tiram bawal tauco cabe rawit cumi saos padang santai kelompok jl pungkur no lurah pungkur camat regol sedang destinasi wajib kunjung riva seafood rindu malam pungkur suasana santai cocok santa lengkap sempurna kelompok tunggu apa segera kunjung
Rm Ibu Haji Cijantung Van Deventer,"Jl. Van Deventer, Kelurahan Kb. Pisang, Kecamatan Sumur Bandung",Masakan Indonesia,"Babat Goreng, Bakwan, Fried Baby Fish, Ikan Mas Goreng Babat Karedok Tahu, Paruh Goreng, Sambal Dadak, Sambel Bu Haji Cijantung",  Rp. 25.000 - 50.000  ,Sedang,"Nyaman, Santai","Berkelompok, Turis","Toilet, Parkiran","Hadir dengan cita rasa autentik, Rm Ibu Haji Cijantung Van Deventer dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Dijamin nagih dan pengen balik lagi!","Rm Ibu Haji Cijantung Van Deventer Masakan Indonesia Babat Goreng, Bakwan, Fried Baby Fish, Ikan Mas Goreng Babat Karedok Tahu, Paruh Goreng, Sambal Dadak, Sambel Bu Haji Cijantung Nyaman, Santai Toilet, Parkiran Berkelompok, Turis Jl. Van Deventer, Kelurahan Kb. Pisang, Kecamatan Sumur Bandung Sedang Hadir dengan cita rasa autentik, Rm Ibu Haji Cijantung Van Deventer dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Dijamin nagih dan pengen balik lagi!",rm ibu haji cijantung van deventer indonesia babat goreng bakwan fried baby fish ikan mas goreng babat karedok tahu paruh goreng sambal dadak sambel bu haji cijantung nyaman santai toilet parkir kelompok turis jl van deventer lurah kb pisang camat sumur bandung sedang hadir cita rasa autentik rm ibu haji cijantung van deventer suasana nyaman buat betah lama lama lengkap toilet awat parkir sempurna kelompok jamin nagih ken balik
Road Cafe,"Jl. Cilaki No.41, Kelurahan Cihapit, Kecamatan Bandung Wetan",Cafe & Dessert,"Blackpepper Steak, Cappucino & Lemon Tea, Chicken Cordon Blue, Jaegerschnitzel, Juice Marquisa, Juice Orange, JÃƒÂ¤gerschnitzel, Paprika, Spaghetti Con Pollo Krim, Tenderloin",  Rp. 25.000 - 50.000  ,Sedang,"Nyaman, Santai, Trendi","Berkelompok, Mahasiswa",Parkiran,"Hadir dengan cita rasa autentik, Road Cafe dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi parkiran. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!","Road Cafe Cafe & Dessert Blackpepper Steak, Cappucino & Lemon Tea, Chicken Cordon Blue, Jaegerschnitzel, Juice Marquisa, Juice Orange, JÃƒÂ¤gerschnitzel, Paprika, Spaghetti Con Pollo Krim, Tenderloin Nyaman, Santai, Trendi Parkiran Berkelompok, Mahasiswa Jl. Cilaki No.41, Kelurahan Cihapit, Kecamatan Bandung Wetan Sedang Hadir dengan cita rasa autentik, Road Cafe dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi parkiran. Sempurna untuk berkelompok. Tunggu apa lagi? Segera kunjungi!",road dessert blackpepper steak cappucino lemon tea chicken cordon blue jaegerschnitzel juice marquisa juice orange j gerschnitzel paprika spaghetti con pollo krim tenderloin nyaman santai trendi parkir kelompok mahasiswa jl cilaki no lurah cihapit camat bandung wetan sedang hadir cita rasa autentik road suasana nyaman buat betah lama lama lengkap parkir sempurna kelompok tunggu apa segera kunjung
Roasted Bar,"Jl. Cilaki No.45, Kelurahan Cihapit, Kecamatan Bandung Wetan",Western Food,"American Roasted Chicken, Family Combo with Butterrice, Half Chicken Butter Rice, Quarter Chicken Lava, Roasted Chicken Friend Fries, Roasted Chicken Garlic Sauce, Whole Chicken",  Rp. 25.000 - 50.000  ,Sedang,"Nyaman, Santai",Berkelompok,"Toilet, Parkiran","Pilihan tepat untuk menikmati hidangan berkualitas, Roasted Bar dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Pengalaman kuliner yang tidak akan Anda sesali!","Roasted Bar Western Food American Roasted Chicken, Family Combo with Butterrice, Half Chicken Butter Rice, Quarter Chicken Lava, Roasted Chicken Friend Fries, Roasted Chicken Garlic Sauce, Whole Chicken Nyaman, Santai Toilet, Parkiran Berkelompok Jl. Cilaki No.45, Kelurahan Cihapit, Kecamatan Bandung Wetan Sedang Pilihan tepat untuk menikmati hidangan berkualitas, Roasted Bar dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Pengalaman kuliner yang tidak akan Anda sesali!",roasted bar western food american roasted chicken family combo with butterrice half chicken butter rice quarter chicken lava roasted chicken friend fries roasted chicken garlic sauce whole chicken nyaman santai toilet parkir kelompok jl cilaki no lurah cihapit camat bandung wetan sedang pilih tepat nikmat hidang kualitas roasted bar suasana nyaman buat betah lama lama lengkap toilet awat parkir sempurna kelompok alam sesal
Roemah Helena,"Jl. Aceh No.63, Kelurahan Citarum, Kecamatan Bandung Wetan",Chinese Food,"Cireng Cabe Garam, Dimsum Siomay, Gohyong Enaak, Hot Chocolate, Kopi Soesoe, Mie Goreng, Nasi Goreng Tuna Kecombrang, Nasi Koening, Nasi Kuning Nasi Goreng Kari Es Ce, Nasi Oedoek Helena, Nasi Uduk, Roti Kaya, Srikaya Toast, Tahu Kribo",  Rp. 25.000 - 50.000  ,Sedang,"Nyaman, Santai, Trendi","Berkelompok, Mahasiswa, Keluarga, Turis",Parkiran,"Menghadirkan sensasi kuliner istimewa, Roemah Helena dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi parkiran. Sempurna untuk berkelompok. Tempat yang tepat untuk memanjakan lidah Anda!","Roemah Helena Chinese Food Cireng Cabe Garam, Dimsum Siomay, Gohyong Enaak, Hot Chocolate, Kopi Soesoe, Mie Goreng, Nasi Goreng Tuna Kecombrang, Nasi Koening, Nasi Kuning Nasi Goreng Kari Es Ce, Nasi Oedoek Helena, Nasi Uduk, Roti Kaya, Srikaya Toast, Tahu Kribo Nyaman, Santai, Trendi Parkiran Berkelompok, Mahasiswa, Keluarga, Turis Jl. Aceh No.63, Kelurahan Citarum, Kecamatan Bandung Wetan Sedang Menghadirkan sensasi kuliner istimewa, Roemah Helena dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi parkiran. Sempurna untuk berkelompok. Tempat yang tepat untuk memanjakan lidah Anda!",roemah helena chinese food cireng cabe garam dimsum siomay gohyong enaak hot chocolate kopi soesoe mie goreng nasi goreng tuna kecombrang nasi koening nasi kuning nasi goreng kari es ce nasi oedoek helena nasi uduk roti kaya srikaya toast tahu kribo nyaman santai trendi parkir kelompok mahasiswa keluarga turis jl aceh no lurah citarum camat bandung wetan sedang hadir sensasi istimewa roemah helena suasana nyaman buat betah lama lama lengkap parkir sempurna kelompok tepat manja lidah
Roemah Legit,"Jl. Embong No.15, Kelurahan Kb. Pisang, Kecamatan Sumur Bandung",Masakan Indonesia,"Avocado Legit, Ayam Garam, Cappucino, Es Cendol, Nasi Bambu Ireng, Nasi Liwet Roemah Legit, Nasi Tutug Oncom, Pempek, Sop Buntut, Teh Poci, Wedang Uwuh",  Rp. 75.000 - 100.000 ,Sedang,"Nyaman, Romantis, Santai, Tenang, Trendi","Berkelompok, Keluarga, Turis","Toilet, Parkiran","Spot kuliner yang selalu ramai dikunjungi, Roemah Legit dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Kunjungi sekarang dan rasakan sendiri kelezatannya!","Roemah Legit Masakan Indonesia Avocado Legit, Ayam Garam, Cappucino, Es Cendol, Nasi Bambu Ireng, Nasi Liwet Roemah Legit, Nasi Tutug Oncom, Pempek, Sop Buntut, Teh Poci, Wedang Uwuh Nyaman, Romantis, Santai, Tenang, Trendi Toilet, Parkiran Berkelompok, Keluarga, Turis Jl. Embong No.15, Kelurahan Kb. Pisang, Kecamatan Sumur Bandung Sedang Spot kuliner yang selalu ramai dikunjungi, Roemah Legit dengan suasana nyaman yang membuat betah berlama-lama dan dilengkapi toilet yang terawat, parkiran. Sempurna untuk berkelompok. Kunjungi sekarang dan rasakan sendiri kelezatannya!",roemah legit indonesia avocado legit ayam garam cappucino es cendol nasi bambu ireng nasi liwet roemah legit nasi tutug oncom pempek sop buntut teh poci wedang uwuh nyaman romantis santai tenang trendi toilet parkir kelompok keluarga turis jl embong no lurah kb pisang camat sumur bandung sedang spot selalu ramai kunjung roemah legit suasana nyaman buat betah lama lama lengkap toilet awat parkir sempurna kelompok kunjung sekarang rasa sendiri lezat
